x t u
0.763846 0.056552 -0.466994
0.767124 0.056552 -0.466056
0.770401 0.056552 -0.464921
0.773679 0.056552 -0.463588
0.776957 0.056552 -0.462059
0.780234 0.056552 -0.460334
0.783512 0.056552 -0.458414
0.786789 0.056552 -0.456299
0.790067 0.056552 -0.453991
0.793344 0.056552 -0.451490
0.796622 0.056552 -0.448797
0.799900 0.056552 -0.445915
0.803177 0.056552 -0.442843
0.806455 0.056552 -0.439584
0.809732 0.056552 -0.436138
0.813010 0.056552 -0.432507
0.816288 0.056552 -0.428693
0.819565 0.056552 -0.424696
0.822843 0.056552 -0.420520
0.826120 0.056552 -0.416166
0.829398 0.056552 -0.411635
0.832676 0.056552 -0.406929
0.835953 0.056552 -0.402051
0.839231 0.056552 -0.397002
0.842508 0.056552 -0.391785
0.845786 0.056552 -0.386402
0.849064 0.056552 -0.380855
0.852341 0.056552 -0.375146
0.855619 0.056552 -0.369279
0.858896 0.056552 -0.363254
0.862174 0.056552 -0.357076
0.865452 0.056552 -0.350746
0.868729 0.056552 -0.344268
0.872007 0.056552 -0.337643
0.875284 0.056552 -0.330876
0.878562 0.056552 -0.323968
0.881839 0.056552 -0.316922
0.885117 0.056552 -0.309742
0.888395 0.056552 -0.302431
0.891672 0.056552 -0.294992
0.894950 0.056552 -0.287427
0.898227 0.056552 -0.279741
0.901505 0.056552 -0.271936
0.904783 0.056552 -0.264015
0.908060 0.056552 -0.255983
0.911338 0.056552 -0.247842
0.914615 0.056552 -0.239596
0.917893 0.056552 -0.231248
0.921171 0.056552 -0.222803
0.924448 0.056552 -0.214263
0.927726 0.056552 -0.205632
0.931003 0.056552 -0.196913
0.934281 0.056552 -0.188112
0.937559 0.056552 -0.179230
0.940836 0.056552 -0.170272
0.944114 0.056552 -0.161243
0.947391 0.056552 -0.152145
0.950669 0.056552 -0.142982
0.953946 0.056552 -0.133759
0.957224 0.056552 -0.124479
0.960502 0.056552 -0.115146
0.963779 0.056552 -0.105764
0.967057 0.056552 -0.096338
0.970334 0.056552 -0.086870
0.973612 0.056552 -0.077366
0.976890 0.056552 -0.067829
0.980167 0.056552 -0.058263
0.983445 0.056552 -0.048673
0.986722 0.056552 -0.039062
0.990000 0.056552 -0.029434
0.010000 0.059655 0.029216
0.013278 0.059655 0.038772
0.016555 0.059655 0.048311
0.019833 0.059655 0.057831
0.023110 0.059655 0.067325
0.026388 0.059655 0.076792
0.029666 0.059655 0.086225
0.032943 0.059655 0.095622
0.036221 0.059655 0.104979
0.039498 0.059655 0.114291
0.042776 0.059655 0.123554
0.046054 0.059655 0.132765
0.049331 0.059655 0.141920
0.052609 0.059655 0.151015
0.055886 0.059655 0.160045
0.059164 0.059655 0.169008
0.062441 0.059655 0.177899
0.065719 0.059655 0.186715
0.068997 0.059655 0.195451
0.072274 0.059655 0.204105
0.075552 0.059655 0.212672
0.078829 0.059655 0.221148
0.082107 0.059655 0.229531
0.085385 0.059655 0.237817
0.088662 0.059655 0.246002
0.091940 0.059655 0.254082
0.095217 0.059655 0.262055
0.098495 0.059655 0.269916
0.101773 0.059655 0.277664
0.105050 0.059655 0.285293
0.108328 0.059655 0.292801
0.111605 0.059655 0.300185
0.114883 0.059655 0.307442
0.118161 0.059655 0.314569
0.121438 0.059655 0.321562
0.124716 0.059655 0.328419
0.127993 0.059655 0.335136
0.131271 0.059655 0.341711
0.134548 0.059655 0.348142
0.137826 0.059655 0.354425
0.141104 0.059655 0.360557
0.144381 0.059655 0.366537
0.147659 0.059655 0.372361
0.150936 0.059655 0.378027
0.154214 0.059655 0.383533
0.157492 0.059655 0.388876
0.160769 0.059655 0.394054
0.164047 0.059655 0.399066
0.167324 0.059655 0.403907
0.170602 0.059655 0.408578
0.173880 0.059655 0.413076
0.177157 0.059655 0.417398
0.180435 0.059655 0.421543
0.183712 0.059655 0.425509
0.186990 0.059655 0.429295
0.190268 0.059655 0.432899
0.193545 0.059655 0.436320
0.196823 0.059655 0.439555
0.200100 0.059655 0.442604
0.203378 0.059655 0.445465
0.206656 0.059655 0.448137
0.209933 0.059655 0.450619
0.213211 0.059655 0.452911
0.216488 0.059655 0.455010
0.219766 0.059655 0.456916
0.223043 0.059655 0.458628
0.226321 0.059655 0.460146
0.229599 0.059655 0.461469
0.232876 0.059655 0.462595
0.236154 0.059655 0.463526
0.239431 0.059655 0.464260
0.242709 0.059655 0.464798
0.245987 0.059655 0.465138
0.249264 0.059655 0.465281
0.252542 0.059655 0.465227
0.255819 0.059655 0.464975
0.259097 0.059655 0.464526
0.262375 0.059655 0.463880
0.265652 0.059655 0.463038
0.268930 0.059655 0.461999
0.272207 0.059655 0.460764
0.275485 0.059655 0.459334
0.278763 0.059655 0.457709
0.282040 0.059655 0.455889
0.285318 0.059655 0.453877
0.288595 0.059655 0.451672
0.291873 0.059655 0.449275
0.295151 0.059655 0.446688
0.298428 0.059655 0.443912
0.301706 0.059655 0.440947
0.304983 0.059655 0.437795
0.308261 0.059655 0.434458
0.311538 0.059655 0.430936
0.314816 0.059655 0.427232
0.318094 0.059655 0.423346
0.321371 0.059655 0.419281
0.324649 0.059655 0.415038
0.327926 0.059655 0.410619
0.331204 0.059655 0.406026
0.334482 0.059655 0.401261
0.337759 0.059655 0.396325
0.341037 0.059655 0.391221
0.344314 0.059655 0.385952
0.347592 0.059655 0.380519
0.350870 0.059655 0.374924
0.354147 0.059655 0.369171
0.357425 0.059655 0.363261
0.360702 0.059655 0.357197
0.363980 0.059655 0.350981
0.367258 0.059655 0.344617
0.370535 0.059655 0.338106
0.373813 0.059655 0.331452
0.377090 0.059655 0.324658
0.380368 0.059655 0.317725
0.383645 0.059655 0.310658
0.386923 0.059655 0.303460
0.390201 0.059655 0.296132
0.393478 0.059655 0.288679
0.396756 0.059655 0.281104
0.400033 0.059655 0.273409
0.403311 0.059655 0.265599
0.406589 0.059655 0.257675
0.409866 0.059655 0.249643
0.413144 0.059655 0.241504
0.416421 0.059655 0.233264
0.419699 0.059655 0.224924
0.422977 0.059655 0.216489
0.426254 0.059655 0.207962
0.429532 0.059655 0.199347
0.432809 0.059655 0.190647
0.436087 0.059655 0.181867
0.439365 0.059655 0.173009
0.442642 0.059655 0.164078
0.445920 0.059655 0.155078
0.449197 0.059655 0.146011
0.452475 0.059655 0.136883
0.455753 0.059655 0.127697
0.459030 0.059655 0.118456
0.462308 0.059655 0.109165
0.465585 0.059655 0.099828
0.468863 0.059655 0.090449
0.472140 0.059655 0.081031
0.475418 0.059655 0.071579
0.478696 0.059655 0.062097
0.481973 0.059655 0.052588
0.485251 0.059655 0.043057
0.488528 0.059655 0.033508
0.491806 0.059655 0.023944
0.495084 0.059655 0.014371
0.498361 0.059655 0.004791
0.501639 0.059655 -0.004791
0.504916 0.059655 -0.014371
0.508194 0.059655 -0.023944
0.511472 0.059655 -0.033508
0.514749 0.059655 -0.043057
0.518027 0.059655 -0.052588
0.521304 0.059655 -0.062097
0.524582 0.059655 -0.071579
0.527860 0.059655 -0.081031
0.531137 0.059655 -0.090449
0.534415 0.059655 -0.099828
0.537692 0.059655 -0.109165
0.540970 0.059655 -0.118456
0.544247 0.059655 -0.127697
0.547525 0.059655 -0.136883
0.550803 0.059655 -0.146011
0.554080 0.059655 -0.155078
0.557358 0.059655 -0.164078
0.560635 0.059655 -0.173009
0.563913 0.059655 -0.181867
0.567191 0.059655 -0.190647
0.570468 0.059655 -0.199347
0.573746 0.059655 -0.207962
0.577023 0.059655 -0.216489
0.580301 0.059655 -0.224924
0.583579 0.059655 -0.233264
0.586856 0.059655 -0.241504
0.590134 0.059655 -0.249643
0.593411 0.059655 -0.257675
0.596689 0.059655 -0.265599
0.599967 0.059655 -0.273409
0.603244 0.059655 -0.281104
0.606522 0.059655 -0.288679
0.609799 0.059655 -0.296132
0.613077 0.059655 -0.303460
0.616355 0.059655 -0.310658
0.619632 0.059655 -0.317725
0.622910 0.059655 -0.324658
0.626187 0.059655 -0.331452
0.629465 0.059655 -0.338106
0.632742 0.059655 -0.344617
0.636020 0.059655 -0.350981
0.639298 0.059655 -0.357197
0.642575 0.059655 -0.363261
0.645853 0.059655 -0.369171
0.649130 0.059655 -0.374924
0.652408 0.059655 -0.380519
0.655686 0.059655 -0.385952
0.658963 0.059655 -0.391221
0.662241 0.059655 -0.396325
0.665518 0.059655 -0.401261
0.668796 0.059655 -0.406026
0.672074 0.059655 -0.410619
0.675351 0.059655 -0.415038
0.678629 0.059655 -0.419281
0.681906 0.059655 -0.423346
0.685184 0.059655 -0.427232
0.688462 0.059655 -0.430936
0.691739 0.059655 -0.434458
0.695017 0.059655 -0.437795
0.698294 0.059655 -0.440947
0.701572 0.059655 -0.443912
0.704849 0.059655 -0.446688
0.708127 0.059655 -0.449275
0.711405 0.059655 -0.451672
0.714682 0.059655 -0.453877
0.717960 0.059655 -0.455889
0.721237 0.059655 -0.457709
0.724515 0.059655 -0.459334
0.727793 0.059655 -0.460764
0.731070 0.059655 -0.461999
0.734348 0.059655 -0.463038
0.737625 0.059655 -0.463880
0.740903 0.059655 -0.464526
0.744181 0.059655 -0.464975
0.747458 0.059655 -0.465227
0.750736 0.059655 -0.465281
0.754013 0.059655 -0.465138
0.757291 0.059655 -0.464798
0.760569 0.059655 -0.464260
0.763846 0.059655 -0.463526
0.767124 0.059655 -0.462595
0.770401 0.059655 -0.461469
0.773679 0.059655 -0.460146
0.776957 0.059655 -0.458628
0.780234 0.059655 -0.456916
0.783512 0.059655 -0.455010
0.786789 0.059655 -0.452911
0.790067 0.059655 -0.450619
0.793344 0.059655 -0.448137
0.796622 0.059655 -0.445465
0.799900 0.059655 -0.442604
0.803177 0.059655 -0.439555
0.806455 0.059655 -0.436320
0.809732 0.059655 -0.432899
0.813010 0.059655 -0.429295
0.816288 0.059655 -0.425509
0.819565 0.059655 -0.421543
0.822843 0.059655 -0.417398
0.826120 0.059655 -0.413076
0.829398 0.059655 -0.408578
0.832676 0.059655 -0.403907
0.835953 0.059655 -0.399066
0.839231 0.059655 -0.394054
0.842508 0.059655 -0.388876
0.845786 0.059655 -0.383533
0.849064 0.059655 -0.378027
0.852341 0.059655 -0.372361
0.855619 0.059655 -0.366537
0.858896 0.059655 -0.360557
0.862174 0.059655 -0.354425
0.865452 0.059655 -0.348142
0.868729 0.059655 -0.341711
0.872007 0.059655 -0.335136
0.875284 0.059655 -0.328419
0.878562 0.059655 -0.321562
0.881839 0.059655 -0.314569
0.885117 0.059655 -0.307442
0.888395 0.059655 -0.300185
0.891672 0.059655 -0.292801
0.894950 0.059655 -0.285293
0.898227 0.059655 -0.277664
0.901505 0.059655 -0.269916
0.904783 0.059655 -0.262055
0.908060 0.059655 -0.254082
0.911338 0.059655 -0.246002
0.914615 0.059655 -0.237817
0.917893 0.059655 -0.229531
0.921171 0.059655 -0.221148
0.924448 0.059655 -0.212672
0.927726 0.059655 -0.204105
0.931003 0.059655 -0.195451
0.934281 0.059655 -0.186715
0.937559 0.059655 -0.177899
0.940836 0.059655 -0.169008
0.944114 0.059655 -0.160045
0.947391 0.059655 -0.151015
0.950669 0.059655 -0.141920
0.953946 0.059655 -0.132765
0.957224 0.059655 -0.123554
0.960502 0.059655 -0.114291
0.963779 0.059655 -0.104979
0.967057 0.059655 -0.095622
0.970334 0.059655 -0.086225
0.973612 0.059655 -0.076792
0.976890 0.059655 -0.067325
0.980167 0.059655 -0.057831
0.983445 0.059655 -0.048311
0.986722 0.059655 -0.038772
0.990000 0.059655 -0.029216
0.010000 0.062759 0.028986
0.013278 0.062759 0.038467
0.016555 0.062759 0.047932
0.019833 0.062759 0.057376
0.023110 0.062759 0.066796
0.026388 0.062759 0.076188
0.029666 0.062759 0.085547
0.032943 0.062759 0.094871
0.036221 0.062759 0.104154
0.039498 0.062759 0.113392
0.042776 0.062759 0.122583
0.046054 0.062759 0.131722
0.049331 0.062759 0.140805
0.052609 0.062759 0.149828
0.055886 0.062759 0.158787
0.059164 0.062759 0.167679
0.062441 0.062759 0.176501
0.065719 0.062759 0.185247
0.068997 0.062759 0.193915
0.072274 0.062759 0.202500
0.075552 0.062759 0.211000
0.078829 0.062759 0.219410
0.082107 0.062759 0.227727
0.085385 0.062759 0.235947
0.088662 0.062759 0.244068
0.091940 0.062759 0.252085
0.095217 0.062759 0.259995
0.098495 0.062759 0.267795
0.101773 0.062759 0.275481
0.105050 0.062759 0.283050
0.108328 0.062759 0.290499
0.111605 0.062759 0.297826
0.114883 0.062759 0.305025
0.118161 0.062759 0.312096
0.121438 0.062759 0.319034
0.124716 0.062759 0.325837
0.127993 0.062759 0.332502
0.131271 0.062759 0.339025
0.134548 0.062759 0.345405
0.137826 0.062759 0.351638
0.141104 0.062759 0.357723
0.144381 0.062759 0.363655
0.147659 0.062759 0.369433
0.150936 0.062759 0.375055
0.154214 0.062759 0.380518
0.157492 0.062759 0.385819
0.160769 0.062759 0.390957
0.164047 0.062759 0.395928
0.167324 0.062759 0.400732
0.170602 0.062759 0.405366
0.173880 0.062759 0.409828
0.177157 0.062759 0.414116
0.180435 0.062759 0.418229
0.183712 0.062759 0.422164
0.186990 0.062759 0.425921
0.190268 0.062759 0.429496
0.193545 0.062759 0.432890
0.196823 0.062759 0.436099
0.200100 0.062759 0.439124
0.203378 0.062759 0.441963
0.206656 0.062759 0.444614
0.209933 0.062759 0.447077
0.213211 0.062759 0.449350
0.216488 0.062759 0.451433
0.219766 0.062759 0.453324
0.223043 0.062759 0.455023
0.226321 0.062759 0.456529
0.229599 0.062759 0.457841
0.232876 0.062759 0.458959
0.236154 0.062759 0.459882
0.239431 0.062759 0.460611
0.242709 0.062759 0.461144
0.245987 0.062759 0.461481
0.249264 0.062759 0.461623
0.252542 0.062759 0.461569
0.255819 0.062759 0.461320
0.259097 0.062759 0.460874
0.262375 0.062759 0.460234
0.265652 0.062759 0.459398
0.268930 0.062759 0.458367
0.272207 0.062759 0.457142
0.275485 0.062759 0.455723
0.278763 0.062759 0.454110
0.282040 0.062759 0.452305
0.285318 0.062759 0.450309
0.288595 0.062759 0.448121
0.291873 0.062759 0.445743
0.295151 0.062759 0.443177
0.298428 0.062759 0.440422
0.301706 0.062759 0.437481
0.304983 0.062759 0.434354
0.308261 0.062759 0.431042
0.311538 0.062759 0.427548
0.314816 0.062759 0.423873
0.318094 0.062759 0.420018
0.321371 0.062759 0.415985
0.324649 0.062759 0.411775
0.327926 0.062759 0.407391
0.331204 0.062759 0.402834
0.334482 0.062759 0.398106
0.337759 0.062759 0.393209
0.341037 0.062759 0.388146
0.344314 0.062759 0.382918
0.347592 0.062759 0.377528
0.350870 0.062759 0.371977
0.354147 0.062759 0.366269
0.357425 0.062759 0.360405
0.360702 0.062759 0.354389
0.363980 0.062759 0.348222
0.367258 0.062759 0.341908
0.370535 0.062759 0.335448
0.373813 0.062759 0.328846
0.377090 0.062759 0.322105
0.380368 0.062759 0.315228
0.383645 0.062759 0.308216
0.386923 0.062759 0.301074
0.390201 0.062759 0.293804
0.393478 0.062759 0.286410
0.396756 0.062759 0.278894
0.400033 0.062759 0.271260
0.403311 0.062759 0.263511
0.406589 0.062759 0.255650
0.409866 0.062759 0.247680
0.413144 0.062759 0.239606
0.416421 0.062759 0.231430
0.419699 0.062759 0.223156
0.422977 0.062759 0.214787
0.426254 0.062759 0.206327
0.429532 0.062759 0.197780
0.432809 0.062759 0.189148
0.436087 0.062759 0.180437
0.439365 0.062759 0.171649
0.442642 0.062759 0.162788
0.445920 0.062759 0.153858
0.449197 0.062759 0.144863
0.452475 0.062759 0.135807
0.455753 0.062759 0.126693
0.459030 0.062759 0.117525
0.462308 0.062759 0.108307
0.465585 0.062759 0.099044
0.468863 0.062759 0.089738
0.472140 0.062759 0.080394
0.475418 0.062759 0.071017
0.478696 0.062759 0.061609
0.481973 0.062759 0.052175
0.485251 0.062759 0.042719
0.488528 0.062759 0.033244
0.491806 0.062759 0.023756
0.495084 0.062759 0.014258
0.498361 0.062759 0.004753
0.501639 0.062759 -0.004753
0.504916 0.062759 -0.014258
0.508194 0.062759 -0.023756
0.511472 0.062759 -0.033244
0.514749 0.062759 -0.042719
0.518027 0.062759 -0.052175
0.521304 0.062759 -0.061609
0.524582 0.062759 -0.071017
0.527860 0.062759 -0.080394
0.531137 0.062759 -0.089738
0.534415 0.062759 -0.099044
0.537692 0.062759 -0.108307
0.540970 0.062759 -0.117525
0.544247 0.062759 -0.126693
0.547525 0.062759 -0.135807
0.550803 0.062759 -0.144863
0.554080 0.062759 -0.153858
0.557358 0.062759 -0.162788
0.560635 0.062759 -0.171649
0.563913 0.062759 -0.180437
0.567191 0.062759 -0.189148
0.570468 0.062759 -0.197780
0.573746 0.062759 -0.206327
0.577023 0.062759 -0.214787
0.580301 0.062759 -0.223156
0.583579 0.062759 -0.231430
0.586856 0.062759 -0.239606
0.590134 0.062759 -0.247680
0.593411 0.062759 -0.255650
0.596689 0.062759 -0.263511
0.599967 0.062759 -0.271260
0.603244 0.062759 -0.278894
0.606522 0.062759 -0.286410
0.609799 0.062759 -0.293804
0.613077 0.062759 -0.301074
0.616355 0.062759 -0.308216
0.619632 0.062759 -0.315228
0.622910 0.062759 -0.322105
0.626187 0.062759 -0.328846
0.629465 0.062759 -0.335448
0.632742 0.062759 -0.341908
0.636020 0.062759 -0.348222
0.639298 0.062759 -0.354389
0.642575 0.062759 -0.360405
0.645853 0.062759 -0.366269
0.649130 0.062759 -0.371977
0.652408 0.062759 -0.377528
0.655686 0.062759 -0.382918
0.658963 0.062759 -0.388146
0.662241 0.062759 -0.393209
0.665518 0.062759 -0.398106
0.668796 0.062759 -0.402834
0.672074 0.062759 -0.407391
0.675351 0.062759 -0.411775
0.678629 0.062759 -0.415985
0.681906 0.062759 -0.420018
0.685184 0.062759 -0.423873
0.688462 0.062759 -0.427548
0.691739 0.062759 -0.431042
0.695017 0.062759 -0.434354
0.698294 0.062759 -0.437481
0.701572 0.062759 -0.440422
0.704849 0.062759 -0.443177
0.708127 0.062759 -0.445743
0.711405 0.062759 -0.448121
0.714682 0.062759 -0.450309
0.717960 0.062759 -0.452305
0.721237 0.062759 -0.454110
0.724515 0.062759 -0.455723
0.727793 0.062759 -0.457142
0.731070 0.062759 -0.458367
0.734348 0.062759 -0.459398
0.737625 0.062759 -0.460234
0.740903 0.062759 -0.460874
0.744181 0.062759 -0.461320
0.747458 0.062759 -0.461569
0.750736 0.062759 -0.461623
0.754013 0.062759 -0.461481
0.757291 0.062759 -0.461144
0.760569 0.062759 -0.460611
0.763846 0.062759 -0.459882
0.767124 0.062759 -0.458959
0.770401 0.062759 -0.457841
0.773679 0.062759 -0.456529
0.776957 0.062759 -0.455023
0.780234 0.062759 -0.453324
0.783512 0.062759 -0.451433
0.786789 0.062759 -0.449350
0.790067 0.062759 -0.447077
0.793344 0.062759 -0.444614
0.796622 0.062759 -0.441963
0.799900 0.062759 -0.439124
0.803177 0.062759 -0.436099
0.806455 0.062759 -0.432890
0.809732 0.062759 -0.429496
0.813010 0.062759 -0.425921
0.816288 0.062759 -0.422164
0.819565 0.062759 -0.418229
0.822843 0.062759 -0.414116
0.826120 0.062759 -0.409828
0.829398 0.062759 -0.405366
0.832676 0.062759 -0.400732
0.835953 0.062759 -0.395928
0.839231 0.062759 -0.390957
0.842508 0.062759 -0.385819
0.845786 0.062759 -0.380518
0.849064 0.062759 -0.375055
0.852341 0.062759 -0.369433
0.855619 0.062759 -0.363655
0.858896 0.062759 -0.357723
0.862174 0.062759 -0.351638
0.865452 0.062759 -0.345405
0.868729 0.062759 -0.339025
0.872007 0.062759 -0.332502
0.875284 0.062759 -0.325837
0.878562 0.062759 -0.319034
0.881839 0.062759 -0.312096
0.885117 0.062759 -0.305025
0.888395 0.062759 -0.297826
0.891672 0.062759 -0.290499
0.894950 0.062759 -0.283050
0.898227 0.062759 -0.275481
0.901505 0.062759 -0.267795
0.904783 0.062759 -0.259995
0.908060 0.062759 -0.252085
0.911338 0.062759 -0.244068
0.914615 0.062759 -0.235947
0.917893 0.062759 -0.227727
0.921171 0.062759 -0.219410
0.924448 0.062759 -0.211000
0.927726 0.062759 -0.202500
0.931003 0.062759 -0.193915
0.934281 0.062759 -0.185247
0.937559 0.062759 -0.176501
0.940836 0.062759 -0.167679
0.944114 0.062759 -0.158787
0.947391 0.062759 -0.149828
0.950669 0.062759 -0.140805
0.953946 0.062759 -0.131722
0.957224 0.062759 -0.122583
0.960502 0.062759 -0.113392
0.963779 0.062759 -0.104154
0.967057 0.062759 -0.094871
0.970334 0.062759 -0.085547
0.973612 0.062759 -0.076188
0.976890 0.062759 -0.066796
0.980167 0.062759 -0.057376
0.983445 0.062759 -0.047932
0.986722 0.062759 -0.038467
0.990000 0.062759 -0.028986
0.010000 0.065862 0.028745
0.013278 0.065862 0.038148
0.016555 0.065862 0.047534
0.019833 0.065862 0.056900
0.023110 0.065862 0.066242
0.026388 0.065862 0.075555
0.029666 0.065862 0.084837
0.032943 0.065862 0.094083
0.036221 0.065862 0.103289
0.039498 0.065862 0.112451
0.042776 0.065862 0.121565
0.046054 0.065862 0.130628
0.049331 0.065862 0.139635
0.052609 0.065862 0.148584
0.055886 0.065862 0.157469
0.059164 0.065862 0.166287
0.062441 0.065862 0.175035
0.065719 0.065862 0.183709
0.068997 0.065862 0.192304
0.072274 0.065862 0.200819
0.075552 0.065862 0.209248
0.078829 0.065862 0.217588
0.082107 0.065862 0.225836
0.085385 0.065862 0.233988
0.088662 0.065862 0.242041
0.091940 0.065862 0.249992
0.095217 0.065862 0.257836
0.098495 0.065862 0.265571
0.101773 0.065862 0.273193
0.105050 0.065862 0.280700
0.108328 0.065862 0.288087
0.111605 0.065862 0.295353
0.114883 0.065862 0.302493
0.118161 0.065862 0.309504
0.121438 0.065862 0.316385
0.124716 0.065862 0.323131
0.127993 0.065862 0.329741
0.131271 0.065862 0.336210
0.134548 0.065862 0.342537
0.137826 0.065862 0.348718
0.141104 0.065862 0.354752
0.144381 0.065862 0.360635
0.147659 0.065862 0.366366
0.150936 0.065862 0.371941
0.154214 0.065862 0.377358
0.157492 0.065862 0.382615
0.160769 0.065862 0.387710
0.164047 0.065862 0.392641
0.167324 0.065862 0.397405
0.170602 0.065862 0.402000
0.173880 0.065862 0.406425
0.177157 0.065862 0.410678
0.180435 0.065862 0.414756
0.183712 0.065862 0.418659
0.186990 0.065862 0.422384
0.190268 0.065862 0.425930
0.193545 0.065862 0.429295
0.196823 0.065862 0.432478
0.200100 0.065862 0.435478
0.203378 0.065862 0.438293
0.206656 0.065862 0.440922
0.209933 0.065862 0.443365
0.213211 0.065862 0.445619
0.216488 0.065862 0.447684
0.219766 0.065862 0.449560
0.223043 0.065862 0.451244
0.226321 0.065862 0.452738
0.229599 0.065862 0.454039
0.232876 0.065862 0.455148
0.236154 0.065862 0.456064
0.239431 0.065862 0.456786
0.242709 0.065862 0.457315
0.245987 0.065862 0.457649
0.249264 0.065862 0.457790
0.252542 0.065862 0.457737
0.255819 0.065862 0.457489
0.259097 0.065862 0.457047
0.262375 0.065862 0.456412
0.265652 0.065862 0.455583
0.268930 0.065862 0.454561
0.272207 0.065862 0.453346
0.275485 0.065862 0.451938
0.278763 0.065862 0.450340
0.282040 0.065862 0.448550
0.285318 0.065862 0.446570
0.288595 0.065862 0.444400
0.291873 0.065862 0.442042
0.295151 0.065862 0.439497
0.298428 0.065862 0.436765
0.301706 0.065862 0.433848
0.304983 0.065862 0.430747
0.308261 0.065862 0.427463
0.311538 0.065862 0.423998
0.314816 0.065862 0.420353
0.318094 0.065862 0.416530
0.321371 0.065862 0.412531
0.324649 0.065862 0.408356
0.327926 0.065862 0.404008
0.331204 0.065862 0.399489
0.334482 0.065862 0.394800
0.337759 0.065862 0.389944
0.341037 0.065862 0.384923
0.344314 0.065862 0.379738
0.347592 0.065862 0.374393
0.350870 0.065862 0.368888
0.354147 0.065862 0.363227
0.357425 0.065862 0.357412
0.360702 0.065862 0.351446
0.363980 0.065862 0.345330
0.367258 0.065862 0.339068
0.370535 0.065862 0.332663
0.373813 0.065862 0.326116
0.377090 0.065862 0.319431
0.380368 0.065862 0.312610
0.383645 0.065862 0.305657
0.386923 0.065862 0.298574
0.390201 0.065862 0.291365
0.393478 0.065862 0.284032
0.396756 0.065862 0.276578
0.400033 0.065862 0.269007
0.403311 0.065862 0.261322
0.406589 0.065862 0.253527
0.409866 0.065862 0.245624
0.413144 0.065862 0.237616
0.416421 0.065862 0.229508
0.419699 0.065862 0.221303
0.422977 0.065862 0.213003
0.426254 0.065862 0.204614
0.429532 0.065862 0.196137
0.432809 0.065862 0.187578
0.436087 0.065862 0.178939
0.439365 0.065862 0.170224
0.442642 0.065862 0.161436
0.445920 0.065862 0.152581
0.449197 0.065862 0.143660
0.452475 0.065862 0.134679
0.455753 0.065862 0.125641
0.459030 0.065862 0.116549
0.462308 0.065862 0.107408
0.465585 0.065862 0.098221
0.468863 0.065862 0.088993
0.472140 0.065862 0.079727
0.475418 0.065862 0.070427
0.478696 0.065862 0.061097
0.481973 0.065862 0.051742
0.485251 0.065862 0.042364
0.488528 0.065862 0.032968
0.491806 0.065862 0.023559
0.495084 0.065862 0.014139
0.498361 0.065862 0.004714
0.501639 0.065862 -0.004714
0.504916 0.065862 -0.014139
0.508194 0.065862 -0.023559
0.511472 0.065862 -0.032968
0.514749 0.065862 -0.042364
0.518027 0.065862 -0.051742
0.521304 0.065862 -0.061097
0.524582 0.065862 -0.070427
0.527860 0.065862 -0.079727
0.531137 0.065862 -0.088993
0.534415 0.065862 -0.098221
0.537692 0.065862 -0.107408
0.540970 0.065862 -0.116549
0.544247 0.065862 -0.125641
0.547525 0.065862 -0.134679
0.550803 0.065862 -0.143660
0.554080 0.065862 -0.152581
0.557358 0.065862 -0.161436
0.560635 0.065862 -0.170224
0.563913 0.065862 -0.178939
0.567191 0.065862 -0.187578
0.570468 0.065862 -0.196137
0.573746 0.065862 -0.204614
0.577023 0.065862 -0.213003
0.580301 0.065862 -0.221303
0.583579 0.065862 -0.229508
0.586856 0.065862 -0.237616
0.590134 0.065862 -0.245624
0.593411 0.065862 -0.253527
0.596689 0.065862 -0.261322
0.599967 0.065862 -0.269007
0.603244 0.065862 -0.276578
0.606522 0.065862 -0.284032
0.609799 0.065862 -0.291365
0.613077 0.065862 -0.298574
0.616355 0.065862 -0.305657
0.619632 0.065862 -0.312610
0.622910 0.065862 -0.319431
0.626187 0.065862 -0.326116
0.629465 0.065862 -0.332663
0.632742 0.065862 -0.339068
0.636020 0.065862 -0.345330
0.639298 0.065862 -0.351446
0.642575 0.065862 -0.357412
0.645853 0.065862 -0.363227
0.649130 0.065862 -0.368888
0.652408 0.065862 -0.374393
0.655686 0.065862 -0.379738
0.658963 0.065862 -0.384923
0.662241 0.065862 -0.389944
0.665518 0.065862 -0.394800
0.668796 0.065862 -0.399489
0.672074 0.065862 -0.404008
0.675351 0.065862 -0.408356
0.678629 0.065862 -0.412531
0.681906 0.065862 -0.416530
0.685184 0.065862 -0.420353
0.688462 0.065862 -0.423998
0.691739 0.065862 -0.427463
0.695017 0.065862 -0.430747
0.698294 0.065862 -0.433848
0.701572 0.065862 -0.436765
0.704849 0.065862 -0.439497
0.708127 0.065862 -0.442042
0.711405 0.065862 -0.444400
0.714682 0.065862 -0.446570
0.717960 0.065862 -0.448550
0.721237 0.065862 -0.450340
0.724515 0.065862 -0.451938
0.727793 0.065862 -0.453346
0.731070 0.065862 -0.454561
0.734348 0.065862 -0.455583
0.737625 0.065862 -0.456412
0.740903 0.065862 -0.457047
0.744181 0.065862 -0.457489
0.747458 0.065862 -0.457737
0.750736 0.065862 -0.457790
0.754013 0.065862 -0.457649
0.757291 0.065862 -0.457315
0.760569 0.065862 -0.456786
0.763846 0.065862 -0.456064
0.767124 0.065862 -0.455148
